timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State70.58,1
131472,210,264,518,785,5,20,4294967295,25.02,1008.52,28.25,379.13,70.58,1
132468,210,264,517,785,5,20,4294967295,25.02,1008.52,28.33,378.28,70.50,1
133464,209,263,516,785,5,21,4294967295,25.02,1008.53,28.40,376.27,70.66,1
134460,209,264,515,786,5,20,4294967295,25.03,1008.51,28.48,379.13,70.75,1
135456,209,264,513,786,5,20,4294967295,25.03,1008.50,28.58,379.13,70.75,1
136452,208,263,512,785,5,21,4294967295,25.03,1008.50,28.65,378.28,70.75,1
137448,207,262,511,784,5,20,4294967295,25.03,1008.50,28.72,377.86,70.75,1
138444,207,262,511,784,5,20,4294967295,25.03,1008.50,28.80,378.28,70.66,1
139440,207,262,510,784,5,23,4294967295,25.03,1008.51,28.85,377.64,70.66,1
140436,206,261,509,785,5,21,4294967295,25.04,1008.51,28.91,378.49,70.58,1
141432,206,261,509,784,5,21,4294967295,25.04,1008.52,28.98,376.70,70.50,1
142428,205,261,507,784,5,20,4294967295,25.04,1008.53,29.02,378.49,70.41,1
143424,205,261,506,784,5,20,4294967295,25.05,1008.54,29.08,377.86,70.41,1
144420,204,260,505,785,5,20,4294967295,25.05,1008.54,29.13,374.14,70.33,1
145416,203,260,505,784,4,20,4294967295,25.05,1008.55,29.15,381.07,70.25,1
146412,203,259,504,785,5,20,4294967295,25.05,1008.56,29.20,376.70,70.25,1
147408,203,259,503,784,4,20,4294967295,25.06,1008.56,29.24,378.92,70.25,1
148404,203,259,503,785,5,21,4294967295,25.06,1008.56,29.26,375.42,70.16,1
149400,202,259,501,784,5,21,4294967295,25.06,1008.57,29.30,375.84,70.16,1
150396,202,258,501,784,5,20,4294967295,25.07,1008.57,29.31,374.57,70.08,1
151392,201,258,499,785,5,20,4294967295,25.07,1008.58,29.33,377.64,70.00,1
152388,200,257,498,784,5,21,4294967295,25.07,1008.59,29.31,374.14,69.91,1
153384,199,258,498,785,4,20,4294967295,25.08,1008.60,29.30,379.56,69.91,1
154380,200,258,497,785,5,20,4294967295,25.08,1008.60,29.29,374.99,69.83,1
155376,199,258,498,786,5,20,4294967295,25.09,1008.61,29.27,376.70,69.91,1
156372,199,258,497,787,5,21,4294967295,25.09,1008.60,29.25,376.70,69.91,1
157368,199,257,496,787,5,21,4294967295,25.09,1008.60,29.26,374.99,69.91,1
158364,198,257,496,787,5,20,4294967295,25.10,1008.60,29.27,374.99,69.91,1
159360,198,258,495,788,5,20,4294967295,25.10,1008.60,29.27,378.07,70.00,1
160356,198,257,494,788,5,21,4294967295,25.10,1008.59,29.28,375.84,70.08,1
161352,197,257,493,787,5,21,4294967295,25.11,1008.58,29.29,374.99,70.16,1
162348,197,257,493,788,6,20,4294967295,25.11,1008.57,29.31,375.84,70.25,1
163344,197,256,493,788,5,22,4294967295,25.12,1008.56,29.32,378.49,70.25,1
164340,197,257,492,788,5,20,4294967295,25.12,1008.56,29.33,375.84,70.25,1
165336,197,256,491,789,5,19,4294967295,25.12,1008.56,29.34,375.84,70.33,1
166332,196,256,491,789,5,19,4294967295,25.13,1008.55,29.36,374.14,70.33,1
167328,196,256,489,788,5,20,4294967295,25.13,1008.55,29.36,375.42,70.33,1
