2025-05-07 23:01:07,800 - INFO - Training on device: cuda
2025-05-07 23:01:08,767 - INFO - Epoch 01: Loss = 320.5583, Accuracy = 7.40%
2025-05-07 23:01:09,167 - INFO - Epoch 02: Loss = 311.5513, Accuracy = 10.08%
2025-05-07 23:01:09,733 - INFO - Epoch 03: Loss = 301.9683, Accuracy = 10.61%
2025-05-07 23:01:10,068 - INFO - Epoch 04: Loss = 291.0571, Accuracy = 10.04%
2025-05-07 23:01:10,481 - INFO - Epoch 05: Loss = 280.5448, Accuracy = 11.02%
2025-05-07 23:01:10,776 - INFO - Epoch 06: Loss = 269.3609, Accuracy = 11.74%
2025-05-07 23:01:11,070 - INFO - Epoch 07: Loss = 260.6951, Accuracy = 12.23%
2025-05-07 23:01:11,464 - INFO - Epoch 08: Loss = 253.4431, Accuracy = 14.76%
2025-05-07 23:01:11,745 - INFO - Epoch 09: Loss = 247.1779, Accuracy = 15.06%
2025-05-07 23:01:12,140 - INFO - Epoch 10: Loss = 241.9034, Accuracy = 16.50%
2025-05-07 23:01:12,525 - INFO - Epoch 11: Loss = 237.1840, Accuracy = 17.78%
2025-05-07 23:01:12,807 - INFO - Epoch 12: Loss = 232.8511, Accuracy = 21.56%
2025-05-07 23:01:13,096 - INFO - Epoch 13: Loss = 229.0895, Accuracy = 22.50%
2025-05-07 23:01:13,496 - INFO - Epoch 14: Loss = 225.5789, Accuracy = 24.24%
2025-05-07 23:01:13,777 - INFO - Epoch 15: Loss = 222.5807, Accuracy = 26.84%
2025-05-07 23:01:14,067 - INFO - Epoch 16: Loss = 219.7558, Accuracy = 28.50%
2025-05-07 23:01:14,670 - INFO - Epoch 17: Loss = 217.1636, Accuracy = 27.18%
2025-05-07 23:01:15,133 - INFO - Epoch 18: Loss = 214.6272, Accuracy = 28.31%
2025-05-07 23:01:15,630 - INFO - Epoch 19: Loss = 212.4577, Accuracy = 30.62%
2025-05-07 23:01:15,924 - INFO - Epoch 20: Loss = 210.3551, Accuracy = 28.58%
2025-05-07 23:01:16,278 - INFO - Epoch 21: Loss = 208.0359, Accuracy = 29.18%
2025-05-07 23:01:16,644 - INFO - Epoch 22: Loss = 206.1996, Accuracy = 29.52%
2025-05-07 23:01:16,937 - INFO - Epoch 23: Loss = 204.1396, Accuracy = 32.62%
2025-05-07 23:01:17,252 - INFO - Epoch 24: Loss = 202.3606, Accuracy = 29.26%
2025-05-07 23:01:17,647 - INFO - Epoch 25: Loss = 200.5379, Accuracy = 32.39%
2025-05-07 23:01:17,928 - INFO - Epoch 26: Loss = 198.6016, Accuracy = 33.86%
2025-05-07 23:01:18,234 - INFO - Epoch 27: Loss = 196.6636, Accuracy = 36.69%
2025-05-07 23:01:18,921 - INFO - Epoch 28: Loss = 195.2372, Accuracy = 37.71%
2025-05-07 23:01:19,230 - INFO - Epoch 29: Loss = 193.6884, Accuracy = 38.51%
2025-05-07 23:01:20,517 - INFO - Epoch 30: Loss = 191.9354, Accuracy = 39.41%
2025-05-07 23:01:21,698 - INFO - Epoch 31: Loss = 190.1317, Accuracy = 39.52%
2025-05-07 23:01:22,157 - INFO - Epoch 32: Loss = 188.5767, Accuracy = 39.30%
2025-05-07 23:01:22,538 - INFO - Epoch 33: Loss = 187.2880, Accuracy = 39.79%
2025-05-07 23:01:22,827 - INFO - Epoch 34: Loss = 186.0963, Accuracy = 42.17%
2025-05-07 23:01:23,134 - INFO - Epoch 35: Loss = 184.5114, Accuracy = 42.81%
2025-05-07 23:01:23,517 - INFO - Epoch 36: Loss = 183.5112, Accuracy = 42.62%
2025-05-07 23:01:23,822 - INFO - Epoch 37: Loss = 182.2894, Accuracy = 43.71%
