2025-05-08 07:49:43,123 - INFO - Training on device: cuda
2025-05-08 07:49:43,840 - INFO - Epoch 01: Loss = 296.7794, Accuracy = 3.64%
2025-05-08 07:49:44,005 - INFO - Epoch 02: Loss = 293.9730, Accuracy = 6.17%
2025-05-08 07:49:44,180 - INFO - Epoch 03: Loss = 289.1739, Accuracy = 8.15%
2025-05-08 07:49:44,358 - INFO - Epoch 04: Loss = 278.6674, Accuracy = 11.13%
2025-05-08 07:49:44,590 - INFO - Epoch 05: Loss = 264.4322, Accuracy = 12.00%
2025-05-08 07:49:44,762 - INFO - Epoch 06: Loss = 252.9315, Accuracy = 13.20%
2025-05-08 07:49:44,947 - INFO - Epoch 07: Loss = 243.3635, Accuracy = 13.74%
2025-05-08 07:49:45,162 - INFO - Epoch 08: Loss = 235.4596, Accuracy = 14.98%
2025-05-08 07:49:45,542 - INFO - Epoch 09: Loss = 228.6475, Accuracy = 16.06%
2025-05-08 07:49:45,757 - INFO - Epoch 10: Loss = 222.8296, Accuracy = 17.34%
2025-05-08 07:49:45,981 - INFO - Epoch 11: Loss = 217.7512, Accuracy = 17.96%
2025-05-08 07:49:46,321 - INFO - Epoch 12: Loss = 213.2152, Accuracy = 20.41%
2025-05-08 07:49:46,653 - INFO - Epoch 13: Loss = 209.6377, Accuracy = 22.39%
2025-05-08 07:49:46,833 - INFO - Epoch 14: Loss = 205.9145, Accuracy = 23.10%
2025-05-08 07:49:47,011 - INFO - Epoch 15: Loss = 202.4491, Accuracy = 24.92%
2025-05-08 07:49:47,309 - INFO - Epoch 16: Loss = 199.2614, Accuracy = 26.28%
2025-05-08 07:49:47,757 - INFO - Epoch 17: Loss = 196.6152, Accuracy = 25.29%
2025-05-08 07:49:47,910 - INFO - Epoch 18: Loss = 193.8186, Accuracy = 26.78%
2025-05-08 07:49:48,147 - INFO - Epoch 19: Loss = 191.0360, Accuracy = 27.11%
2025-05-08 07:49:48,538 - INFO - Epoch 20: Loss = 188.4402, Accuracy = 28.10%
2025-05-08 07:49:49,027 - INFO - Epoch 21: Loss = 186.2742, Accuracy = 28.48%
2025-05-08 07:49:49,187 - INFO - Epoch 22: Loss = 184.1712, Accuracy = 29.35%
2025-05-08 07:49:49,516 - INFO - Epoch 23: Loss = 181.5809, Accuracy = 29.76%
2025-05-08 07:49:49,765 - INFO - Epoch 24: Loss = 179.7858, Accuracy = 29.55%
2025-05-08 07:49:49,960 - INFO - Epoch 25: Loss = 178.1033, Accuracy = 30.38%
2025-05-08 07:49:50,300 - INFO - Epoch 26: Loss = 175.6506, Accuracy = 30.75%
2025-05-08 07:49:50,610 - INFO - Epoch 27: Loss = 173.9502, Accuracy = 31.08%
2025-05-08 07:49:50,810 - INFO - Epoch 28: Loss = 172.0596, Accuracy = 32.37%
2025-05-08 07:49:51,147 - INFO - Epoch 29: Loss = 170.2181, Accuracy = 32.62%
2025-05-08 07:49:51,463 - INFO - Epoch 30: Loss = 167.9320, Accuracy = 33.03%
2025-05-08 07:49:51,624 - INFO - Epoch 31: Loss = 166.4228, Accuracy = 33.32%
2025-05-08 07:49:51,773 - INFO - Epoch 32: Loss = 164.9197, Accuracy = 33.98%
2025-05-08 07:49:51,924 - INFO - Epoch 33: Loss = 162.8134, Accuracy = 34.98%
2025-05-08 07:49:52,084 - INFO - Epoch 34: Loss = 161.5717, Accuracy = 35.26%
2025-05-08 07:49:52,246 - INFO - Epoch 35: Loss = 159.5639, Accuracy = 36.38%
2025-05-08 07:49:52,486 - INFO - Epoch 36: Loss = 158.2544, Accuracy = 36.88%
2025-05-08 07:49:52,657 - INFO - Epoch 37: Loss = 156.4225, Accuracy = 38.20%
2025-05-08 07:49:52,821 - INFO - Epoch 38: Loss = 154.8935, Accuracy = 38.16%
2025-05-08 07:49:53,063 - INFO - Epoch 39: Loss = 154.3376, Accuracy = 38.12%
2025-05-08 07:49:53,235 - INFO - Epoch 40: Loss = 152.2936, Accuracy = 38.53%
2025-05-08 07:49:53,465 - INFO - Epoch 41: Loss = 150.9693, Accuracy = 39.36%
2025-05-08 07:49:53,619 - INFO - Epoch 42: Loss = 148.6675, Accuracy = 40.11%
2025-05-08 07:49:53,772 - INFO - Epoch 43: Loss = 147.5233, Accuracy = 40.89%
2025-05-08 07:49:53,922 - INFO - Epoch 44: Loss = 146.1339, Accuracy = 41.23%
2025-05-08 07:49:54,078 - INFO - Epoch 45: Loss = 144.2137, Accuracy = 42.72%
2025-05-08 07:49:54,240 - INFO - Epoch 46: Loss = 142.9328, Accuracy = 42.72%
2025-05-08 07:49:54,497 - INFO - Epoch 47: Loss = 141.4209, Accuracy = 43.79%
2025-05-08 07:49:54,649 - INFO - Epoch 48: Loss = 139.9609, Accuracy = 44.04%
2025-05-08 07:49:54,810 - INFO - Epoch 49: Loss = 138.8923, Accuracy = 44.29%
2025-05-08 07:49:54,959 - INFO - Epoch 50: Loss = 136.6874, Accuracy = 45.49%
2025-05-08 07:49:55,116 - INFO - Epoch 51: Loss = 135.1961, Accuracy = 44.95%
2025-05-08 07:49:55,282 - INFO - Epoch 52: Loss = 133.9549, Accuracy = 46.90%
2025-05-08 07:49:55,526 - INFO - Epoch 53: Loss = 132.8086, Accuracy = 47.43%
2025-05-08 07:49:55,689 - INFO - Epoch 54: Loss = 131.2208, Accuracy = 47.68%
2025-05-08 07:49:56,035 - INFO - Epoch 55: Loss = 130.5385, Accuracy = 47.14%
2025-05-08 07:49:56,266 - INFO - Epoch 56: Loss = 128.9084, Accuracy = 47.72%
2025-05-08 07:49:56,542 - INFO - Epoch 57: Loss = 128.1734, Accuracy = 47.56%
2025-05-08 07:49:56,692 - INFO - Epoch 58: Loss = 126.6549, Accuracy = 50.04%
2025-05-08 07:49:56,857 - INFO - Epoch 59: Loss = 124.9446, Accuracy = 49.92%
2025-05-08 07:49:57,008 - INFO - Epoch 60: Loss = 124.1126, Accuracy = 49.54%
2025-05-08 07:49:57,170 - INFO - Epoch 61: Loss = 123.3272, Accuracy = 50.41%
2025-05-08 07:49:57,343 - INFO - Epoch 62: Loss = 122.0276, Accuracy = 51.53%
2025-05-08 07:49:57,579 - INFO - Epoch 63: Loss = 120.9721, Accuracy = 52.40%
2025-05-08 07:49:57,729 - INFO - Epoch 64: Loss = 119.2977, Accuracy = 52.03%
2025-05-08 07:49:57,879 - INFO - Epoch 65: Loss = 117.2566, Accuracy = 52.69%
2025-05-08 07:49:58,037 - INFO - Epoch 66: Loss = 117.6213, Accuracy = 52.98%
2025-05-08 07:49:58,187 - INFO - Epoch 67: Loss = 115.3579, Accuracy = 53.97%
2025-05-08 07:49:58,360 - INFO - Epoch 68: Loss = 114.3300, Accuracy = 54.39%
2025-05-08 07:49:58,607 - INFO - Epoch 69: Loss = 113.4725, Accuracy = 55.13%
2025-05-08 07:49:58,760 - INFO - Epoch 70: Loss = 112.1659, Accuracy = 54.88%
2025-05-08 07:49:58,932 - INFO - Epoch 71: Loss = 111.3712, Accuracy = 55.50%
2025-05-08 07:49:59,091 - INFO - Epoch 72: Loss = 109.8086, Accuracy = 56.58%
2025-05-08 07:49:59,257 - INFO - Epoch 73: Loss = 109.4208, Accuracy = 55.42%
2025-05-08 07:49:59,520 - INFO - Epoch 74: Loss = 108.0750, Accuracy = 56.08%
2025-05-08 07:49:59,724 - INFO - Epoch 75: Loss = 107.1624, Accuracy = 57.12%
2025-05-08 07:49:59,879 - INFO - Epoch 76: Loss = 106.5954, Accuracy = 56.58%
2025-05-08 07:50:00,050 - INFO - Epoch 77: Loss = 105.0130, Accuracy = 58.32%
2025-05-08 07:50:00,220 - INFO - Epoch 78: Loss = 105.3057, Accuracy = 57.62%
2025-05-08 07:50:00,422 - INFO - Epoch 79: Loss = 103.8951, Accuracy = 58.69%
2025-05-08 07:50:00,619 - INFO - Epoch 80: Loss = 102.4693, Accuracy = 58.82%
2025-05-08 07:50:00,818 - INFO - Epoch 81: Loss = 101.3194, Accuracy = 59.69%
2025-05-08 07:50:01,007 - INFO - Epoch 82: Loss = 100.7018, Accuracy = 59.60%
2025-05-08 07:50:01,198 - INFO - Epoch 83: Loss = 99.1534, Accuracy = 60.89%
2025-05-08 07:50:01,417 - INFO - Epoch 84: Loss = 98.7763, Accuracy = 59.81%
2025-05-08 07:50:01,836 - INFO - Epoch 85: Loss = 97.4500, Accuracy = 60.26%
2025-05-08 07:50:01,995 - INFO - Epoch 86: Loss = 97.1633, Accuracy = 59.81%
2025-05-08 07:50:02,160 - INFO - Epoch 87: Loss = 96.0269, Accuracy = 62.75%
2025-05-08 07:50:02,342 - INFO - Epoch 88: Loss = 95.1651, Accuracy = 61.96%
2025-05-08 07:50:02,573 - INFO - Epoch 89: Loss = 94.3261, Accuracy = 62.54%
2025-05-08 07:50:02,772 - INFO - Epoch 90: Loss = 92.9303, Accuracy = 62.62%
2025-05-08 07:50:03,034 - INFO - Epoch 91: Loss = 92.0851, Accuracy = 62.96%
2025-05-08 07:50:03,291 - INFO - Epoch 92: Loss = 92.8627, Accuracy = 62.67%
2025-05-08 07:50:03,569 - INFO - Epoch 93: Loss = 91.2942, Accuracy = 63.37%
2025-05-08 07:50:03,837 - INFO - Epoch 94: Loss = 90.1188, Accuracy = 64.49%
2025-05-08 07:50:03,996 - INFO - Epoch 95: Loss = 88.8082, Accuracy = 64.94%
