2025-05-12 08:59:14,089 - INFO - Training on device: cuda
2025-05-12 08:59:23,373 - INFO - Epoch 01: Loss = 10007.7484, Accuracy = 17.54%
2025-05-12 08:59:32,604 - INFO - Epoch 02: Loss = 7966.7179, Accuracy = 21.76%
2025-05-12 08:59:43,550 - INFO - Epoch 03: Loss = 6478.6522, Accuracy = 30.82%
2025-05-12 08:59:54,602 - INFO - Epoch 04: Loss = 5712.7108, Accuracy = 36.09%
2025-05-12 09:00:05,584 - INFO - Epoch 05: Loss = 5267.3984, Accuracy = 42.18%
2025-05-12 09:00:16,450 - INFO - Epoch 06: Loss = 4913.0426, Accuracy = 48.17%
2025-05-12 09:00:27,416 - INFO - Epoch 07: Loss = 4697.1378, Accuracy = 52.00%
2025-05-12 09:00:38,506 - INFO - Epoch 08: Loss = 4526.1472, Accuracy = 55.28%
2025-05-12 09:00:49,522 - INFO - Epoch 09: Loss = 4318.8943, Accuracy = 58.15%
2025-05-12 09:01:00,546 - INFO - Epoch 10: Loss = 4146.3567, Accuracy = 60.17%
2025-05-12 09:01:11,613 - INFO - Epoch 11: Loss = 4049.1019, Accuracy = 61.55%
2025-05-12 09:01:22,593 - INFO - Epoch 12: Loss = 4041.1728, Accuracy = 62.35%
2025-05-12 09:01:33,628 - INFO - Epoch 13: Loss = 4027.8210, Accuracy = 62.93%
2025-05-12 09:01:44,560 - INFO - Epoch 14: Loss = 4030.6388, Accuracy = 63.58%
2025-05-12 09:01:54,573 - INFO - Epoch 15: Loss = 3967.6325, Accuracy = 64.46%
2025-05-12 09:02:04,650 - INFO - Epoch 16: Loss = 4225.2257, Accuracy = 62.28%
2025-05-12 09:02:15,493 - INFO - Epoch 17: Loss = 4302.3561, Accuracy = 61.32%
2025-05-12 09:02:25,772 - INFO - Epoch 18: Loss = 4176.3408, Accuracy = 62.81%
2025-05-12 09:02:35,940 - INFO - Epoch 19: Loss = 4193.6016, Accuracy = 63.27%
2025-05-12 09:02:46,101 - INFO - Epoch 20: Loss = 4177.2026, Accuracy = 63.49%
2025-05-12 09:02:56,268 - INFO - Epoch 21: Loss = 4294.1296, Accuracy = 62.72%
2025-05-12 09:03:06,288 - INFO - Epoch 22: Loss = 4478.7805, Accuracy = 61.14%
2025-05-12 09:03:16,295 - INFO - Epoch 23: Loss = 4604.5307, Accuracy = 59.23%
2025-05-12 09:03:26,395 - INFO - Epoch 24: Loss = 4494.8612, Accuracy = 60.69%
2025-05-12 09:03:36,519 - INFO - Epoch 25: Loss = 4518.2961, Accuracy = 61.10%
2025-05-12 09:03:46,598 - INFO - Epoch 26: Loss = 4536.8446, Accuracy = 61.19%
2025-05-12 09:03:56,577 - INFO - Epoch 27: Loss = 4346.9935, Accuracy = 63.06%
2025-05-12 09:04:06,640 - INFO - Epoch 28: Loss = 4372.6689, Accuracy = 63.34%
2025-05-12 09:04:16,812 - INFO - Epoch 29: Loss = 4330.2905, Accuracy = 63.73%
2025-05-12 09:04:26,901 - INFO - Epoch 30: Loss = 4364.3460, Accuracy = 64.13%
2025-05-12 09:04:37,145 - INFO - Epoch 31: Loss = 4386.0960, Accuracy = 63.87%
2025-05-12 09:04:47,142 - INFO - Epoch 32: Loss = 4489.7647, Accuracy = 63.12%
2025-05-12 09:04:57,339 - INFO - Epoch 33: Loss = 4433.9248, Accuracy = 64.04%
2025-05-12 09:05:07,455 - INFO - Epoch 34: Loss = 4512.7767, Accuracy = 63.14%
2025-05-12 09:05:17,566 - INFO - Epoch 35: Loss = 4650.7567, Accuracy = 62.04%
2025-05-12 09:05:27,491 - INFO - Epoch 36: Loss = 4664.8263, Accuracy = 61.11%
2025-05-12 09:05:37,553 - INFO - Epoch 37: Loss = 4557.5198, Accuracy = 61.93%
2025-05-12 09:05:47,723 - INFO - Epoch 38: Loss = 4411.4883, Accuracy = 63.22%
2025-05-12 09:05:57,999 - INFO - Epoch 39: Loss = 4323.9194, Accuracy = 64.68%
2025-05-12 09:06:08,237 - INFO - Epoch 40: Loss = 4299.6919, Accuracy = 65.32%
2025-05-12 09:06:18,264 - INFO - Epoch 41: Loss = 4293.5203, Accuracy = 65.38%
2025-05-12 09:06:28,310 - INFO - Epoch 42: Loss = 4294.5846, Accuracy = 64.97%
2025-05-12 09:06:39,128 - INFO - Epoch 43: Loss = 4235.0611, Accuracy = 65.12%
