2025-05-07 20:21:37,958 - INFO - Training on device: cuda
2025-05-07 20:21:45,163 - INFO - Epoch 01: Loss = 15021.6236, Accuracy = 12.22%
2025-05-07 20:21:52,011 - INFO - Epoch 02: Loss = 14344.6800, Accuracy = 13.41%
2025-05-07 20:21:58,842 - INFO - Epoch 03: Loss = 13518.5611, Accuracy = 15.15%
2025-05-07 20:22:05,704 - INFO - Epoch 04: Loss = 12782.6869, Accuracy = 17.55%
2025-05-07 20:22:12,480 - INFO - Epoch 05: Loss = 12273.2880, Accuracy = 19.76%
2025-05-07 20:22:19,317 - INFO - Epoch 06: Loss = 11936.1991, Accuracy = 21.22%
2025-05-07 20:22:26,077 - INFO - Epoch 07: Loss = 11679.0048, Accuracy = 22.35%
2025-05-07 20:22:32,892 - INFO - Epoch 08: Loss = 11466.7508, Accuracy = 23.44%
2025-05-07 20:22:38,722 - INFO - Epoch 09: Loss = 11278.6475, Accuracy = 24.31%
2025-05-07 20:22:44,541 - INFO - Epoch 10: Loss = 11084.8407, Accuracy = 25.14%
2025-05-07 20:22:50,359 - INFO - Epoch 11: Loss = 10881.3197, Accuracy = 26.17%
2025-05-07 20:22:56,180 - INFO - Epoch 12: Loss = 10682.1106, Accuracy = 27.30%
2025-05-07 20:23:01,986 - INFO - Epoch 13: Loss = 10519.6966, Accuracy = 28.10%
2025-05-07 20:23:07,799 - INFO - Epoch 14: Loss = 10363.2302, Accuracy = 28.97%
2025-05-07 20:23:13,607 - INFO - Epoch 15: Loss = 10203.0141, Accuracy = 29.89%
2025-05-07 20:23:19,422 - INFO - Epoch 16: Loss = 10058.5139, Accuracy = 30.62%
2025-05-07 20:23:25,237 - INFO - Epoch 17: Loss = 9924.3508, Accuracy = 31.50%
2025-05-07 20:23:31,072 - INFO - Epoch 18: Loss = 9823.2867, Accuracy = 32.29%
2025-05-07 20:23:36,902 - INFO - Epoch 19: Loss = 9712.8052, Accuracy = 33.07%
2025-05-07 20:23:42,728 - INFO - Epoch 20: Loss = 9607.9649, Accuracy = 33.74%
2025-05-07 20:23:48,549 - INFO - Epoch 21: Loss = 9525.3221, Accuracy = 34.37%
2025-05-07 20:23:54,388 - INFO - Epoch 22: Loss = 9443.1751, Accuracy = 34.76%
2025-05-07 20:24:00,222 - INFO - Epoch 23: Loss = 9360.3222, Accuracy = 35.32%
