2025-05-07 20:44:14,304 - INFO - Training on device: cuda
2025-05-07 20:44:21,126 - INFO - Epoch 01: Loss = 14291.0060, Accuracy = 22.82%
2025-05-07 20:44:27,940 - INFO - Epoch 02: Loss = 13534.2390, Accuracy = 19.29%
2025-05-07 20:44:34,749 - INFO - Epoch 03: Loss = 12204.6811, Accuracy = 24.51%
2025-05-07 20:44:41,555 - INFO - Epoch 04: Loss = 11194.3228, Accuracy = 30.85%
2025-05-07 20:44:48,367 - INFO - Epoch 05: Loss = 10606.4961, Accuracy = 34.11%
2025-05-07 20:44:55,168 - INFO - Epoch 06: Loss = 10100.7293, Accuracy = 36.69%
2025-05-07 20:45:01,985 - INFO - Epoch 07: Loss = 9683.0449, Accuracy = 38.83%
2025-05-07 20:45:08,801 - INFO - Epoch 08: Loss = 9504.3377, Accuracy = 39.06%
2025-05-07 20:45:15,612 - INFO - Epoch 09: Loss = 9309.9232, Accuracy = 39.51%
2025-05-07 20:45:22,420 - INFO - Epoch 10: Loss = 9353.8367, Accuracy = 38.56%
2025-05-07 20:45:29,240 - INFO - Epoch 11: Loss = 9167.2632, Accuracy = 39.26%
2025-05-07 20:45:36,086 - INFO - Epoch 12: Loss = 9049.2755, Accuracy = 39.91%
2025-05-07 20:45:42,902 - INFO - Epoch 13: Loss = 8870.7821, Accuracy = 40.67%
2025-05-07 20:45:49,748 - INFO - Epoch 14: Loss = 8693.6464, Accuracy = 41.41%
2025-05-07 20:45:56,558 - INFO - Epoch 15: Loss = 8403.2728, Accuracy = 42.97%
2025-05-07 20:46:03,371 - INFO - Epoch 16: Loss = 8295.8470, Accuracy = 43.20%
2025-05-07 20:46:10,258 - INFO - Epoch 17: Loss = 8200.4923, Accuracy = 43.34%
2025-05-07 20:46:18,295 - INFO - Epoch 18: Loss = 8065.1363, Accuracy = 44.12%
2025-05-07 20:46:26,418 - INFO - Epoch 19: Loss = 7886.6307, Accuracy = 45.46%
2025-05-07 20:46:34,562 - INFO - Epoch 20: Loss = 7741.2042, Accuracy = 46.31%
2025-05-07 20:46:42,708 - INFO - Epoch 21: Loss = 7672.0756, Accuracy = 46.68%
2025-05-07 20:46:50,810 - INFO - Epoch 22: Loss = 7548.0540, Accuracy = 47.78%
2025-05-07 20:46:58,919 - INFO - Epoch 23: Loss = 7345.3390, Accuracy = 48.99%
2025-05-07 20:47:07,027 - INFO - Epoch 24: Loss = 7202.8863, Accuracy = 49.82%
2025-05-07 20:47:15,149 - INFO - Epoch 25: Loss = 7163.0893, Accuracy = 50.24%
2025-05-07 20:47:23,221 - INFO - Epoch 26: Loss = 7103.4557, Accuracy = 50.39%
2025-05-07 20:47:31,244 - INFO - Epoch 27: Loss = 6969.5296, Accuracy = 51.35%
2025-05-07 20:47:39,332 - INFO - Epoch 28: Loss = 6888.5060, Accuracy = 51.93%
2025-05-07 20:47:47,465 - INFO - Epoch 29: Loss = 6906.4170, Accuracy = 52.16%
2025-05-07 20:47:55,588 - INFO - Epoch 30: Loss = 6823.9425, Accuracy = 52.69%
2025-05-07 20:48:03,698 - INFO - Epoch 31: Loss = 6809.7978, Accuracy = 53.19%
2025-05-07 20:48:11,804 - INFO - Epoch 32: Loss = 6680.3435, Accuracy = 54.07%
2025-05-07 20:48:19,905 - INFO - Epoch 33: Loss = 6621.7845, Accuracy = 54.49%
2025-05-07 20:48:28,062 - INFO - Epoch 34: Loss = 6560.8961, Accuracy = 54.91%
2025-05-07 20:48:36,020 - INFO - Epoch 35: Loss = 6421.0242, Accuracy = 55.80%
2025-05-07 20:48:43,790 - INFO - Epoch 36: Loss = 6380.0265, Accuracy = 55.95%
2025-05-07 20:48:51,753 - INFO - Epoch 37: Loss = 6351.8239, Accuracy = 56.31%
2025-05-07 20:48:59,852 - INFO - Epoch 38: Loss = 6375.6383, Accuracy = 56.05%
2025-05-07 20:49:07,954 - INFO - Epoch 39: Loss = 6455.6494, Accuracy = 55.67%
2025-05-07 20:49:16,006 - INFO - Epoch 40: Loss = 6476.2693, Accuracy = 55.59%
