2025-05-12 08:59:31,089 - INFO - Training on device: cuda
2025-05-12 08:59:41,041 - INFO - Epoch 01: Loss = 9729.1671, Accuracy = 5.05%
2025-05-12 08:59:50,742 - INFO - Epoch 02: Loss = 8237.6404, Accuracy = 8.84%
2025-05-12 09:00:00,462 - INFO - Epoch 03: Loss = 7266.6160, Accuracy = 14.00%
2025-05-12 09:00:10,076 - INFO - Epoch 04: Loss = 6570.6936, Accuracy = 20.08%
2025-05-12 09:00:19,616 - INFO - Epoch 05: Loss = 6021.3625, Accuracy = 26.15%
2025-05-12 09:00:29,317 - INFO - Epoch 06: Loss = 5587.7603, Accuracy = 31.78%
2025-05-12 09:00:39,071 - INFO - Epoch 07: Loss = 5305.6535, Accuracy = 35.61%
2025-05-12 09:00:48,795 - INFO - Epoch 08: Loss = 5134.7031, Accuracy = 38.49%
2025-05-12 09:00:58,542 - INFO - Epoch 09: Loss = 4966.4943, Accuracy = 41.26%
2025-05-12 09:01:08,252 - INFO - Epoch 10: Loss = 4856.3810, Accuracy = 43.28%
2025-05-12 09:01:17,972 - INFO - Epoch 11: Loss = 4811.2545, Accuracy = 44.27%
2025-05-12 09:01:27,717 - INFO - Epoch 12: Loss = 4729.8129, Accuracy = 45.91%
2025-05-12 09:01:37,479 - INFO - Epoch 13: Loss = 4614.8614, Accuracy = 47.89%
2025-05-12 09:01:47,087 - INFO - Epoch 14: Loss = 4547.0796, Accuracy = 49.38%
2025-05-12 09:01:56,463 - INFO - Epoch 15: Loss = 4557.7385, Accuracy = 49.76%
2025-05-12 09:02:05,747 - INFO - Epoch 16: Loss = 4553.0469, Accuracy = 50.65%
2025-05-12 09:02:15,304 - INFO - Epoch 17: Loss = 4529.9631, Accuracy = 51.36%
2025-05-12 09:02:24,499 - INFO - Epoch 18: Loss = 4511.2571, Accuracy = 51.91%
2025-05-12 09:02:33,623 - INFO - Epoch 19: Loss = 4481.7882, Accuracy = 52.70%
2025-05-12 09:02:42,691 - INFO - Epoch 20: Loss = 4479.8714, Accuracy = 53.00%
2025-05-12 09:02:51,868 - INFO - Epoch 21: Loss = 4483.8705, Accuracy = 53.37%
2025-05-12 09:03:01,162 - INFO - Epoch 22: Loss = 4478.3980, Accuracy = 53.45%
2025-05-12 09:03:10,378 - INFO - Epoch 23: Loss = 4475.4406, Accuracy = 53.64%
2025-05-12 09:03:19,530 - INFO - Epoch 24: Loss = 4460.0280, Accuracy = 53.76%
2025-05-12 09:03:28,739 - INFO - Epoch 25: Loss = 4448.9880, Accuracy = 54.00%
2025-05-12 09:03:37,884 - INFO - Epoch 26: Loss = 4436.3625, Accuracy = 54.27%
2025-05-12 09:03:47,064 - INFO - Epoch 27: Loss = 4427.3530, Accuracy = 54.59%
2025-05-12 09:03:56,101 - INFO - Epoch 28: Loss = 4415.8386, Accuracy = 54.87%
2025-05-12 09:04:05,204 - INFO - Epoch 29: Loss = 4399.4967, Accuracy = 55.25%
2025-05-12 09:04:14,368 - INFO - Epoch 30: Loss = 4403.8541, Accuracy = 55.21%
2025-05-12 09:04:23,395 - INFO - Epoch 31: Loss = 4421.3688, Accuracy = 54.95%
