2025-05-07 22:57:51,895 - INFO - Training on device: cuda
2025-05-07 22:57:52,718 - INFO - Epoch 01: Loss = 323.5528, Accuracy = 4.38%
2025-05-07 22:57:52,972 - INFO - Epoch 02: Loss = 319.3529, Accuracy = 5.78%
2025-05-07 22:57:53,355 - INFO - Epoch 03: Loss = 314.2988, Accuracy = 6.61%
2025-05-07 22:57:53,657 - INFO - Epoch 04: Loss = 309.8086, Accuracy = 7.13%
2025-05-07 22:57:53,935 - INFO - Epoch 05: Loss = 307.1378, Accuracy = 8.57%
2025-05-07 22:57:54,442 - INFO - Epoch 06: Loss = 301.1477, Accuracy = 7.97%
2025-05-07 22:57:54,694 - INFO - Epoch 07: Loss = 295.4109, Accuracy = 7.78%
2025-05-07 22:57:54,881 - INFO - Epoch 08: Loss = 290.1453, Accuracy = 8.34%
2025-05-07 22:57:55,076 - INFO - Epoch 09: Loss = 286.9677, Accuracy = 8.38%
2025-05-07 22:57:55,294 - INFO - Epoch 10: Loss = 282.3347, Accuracy = 8.83%
2025-05-07 22:57:55,567 - INFO - Epoch 11: Loss = 278.9558, Accuracy = 8.76%
2025-05-07 22:57:55,758 - INFO - Epoch 12: Loss = 276.8680, Accuracy = 8.46%
2025-05-07 22:57:55,946 - INFO - Epoch 13: Loss = 273.8233, Accuracy = 8.87%
2025-05-07 22:57:56,148 - INFO - Epoch 14: Loss = 269.1563, Accuracy = 9.17%
2025-05-07 22:57:56,423 - INFO - Epoch 15: Loss = 269.1930, Accuracy = 7.70%
2025-05-07 22:57:56,755 - INFO - Epoch 16: Loss = 265.1436, Accuracy = 8.64%
2025-05-07 22:57:56,948 - INFO - Epoch 17: Loss = 266.3349, Accuracy = 9.06%
2025-05-07 22:57:57,153 - INFO - Epoch 18: Loss = 260.5184, Accuracy = 9.78%
2025-05-07 22:57:57,469 - INFO - Epoch 19: Loss = 261.6796, Accuracy = 9.59%
2025-05-07 22:57:57,669 - INFO - Epoch 20: Loss = 260.7218, Accuracy = 8.83%
2025-05-07 22:57:57,870 - INFO - Epoch 21: Loss = 255.1506, Accuracy = 9.44%
2025-05-07 22:57:58,066 - INFO - Epoch 22: Loss = 254.3499, Accuracy = 9.59%
2025-05-07 22:57:58,302 - INFO - Epoch 23: Loss = 254.1670, Accuracy = 9.82%
2025-05-07 22:57:58,568 - INFO - Epoch 24: Loss = 250.1681, Accuracy = 10.80%
2025-05-07 22:57:58,762 - INFO - Epoch 25: Loss = 251.3421, Accuracy = 10.08%
2025-05-07 22:57:58,952 - INFO - Epoch 26: Loss = 249.5767, Accuracy = 9.85%
2025-05-07 22:57:59,152 - INFO - Epoch 27: Loss = 248.2707, Accuracy = 10.49%
2025-05-07 22:57:59,457 - INFO - Epoch 28: Loss = 246.0732, Accuracy = 11.21%
2025-05-07 22:57:59,646 - INFO - Epoch 29: Loss = 246.6374, Accuracy = 10.57%
2025-05-07 22:57:59,907 - INFO - Epoch 30: Loss = 243.9368, Accuracy = 12.38%
2025-05-07 22:58:00,287 - INFO - Epoch 31: Loss = 243.2776, Accuracy = 11.78%
2025-05-07 22:58:00,813 - INFO - Epoch 32: Loss = 239.3940, Accuracy = 11.14%
2025-05-07 22:58:01,099 - INFO - Epoch 33: Loss = 236.6663, Accuracy = 12.38%
2025-05-07 22:58:01,581 - INFO - Epoch 34: Loss = 238.9597, Accuracy = 12.91%
2025-05-07 22:58:01,770 - INFO - Epoch 35: Loss = 237.6140, Accuracy = 12.76%
2025-05-07 22:58:01,985 - INFO - Epoch 36: Loss = 231.6308, Accuracy = 13.06%
2025-05-07 22:58:02,182 - INFO - Epoch 37: Loss = 236.0970, Accuracy = 13.51%
2025-05-07 22:58:02,467 - INFO - Epoch 38: Loss = 233.4195, Accuracy = 13.21%
2025-05-07 22:58:02,655 - INFO - Epoch 39: Loss = 227.3137, Accuracy = 15.44%
2025-05-07 22:58:02,854 - INFO - Epoch 40: Loss = 232.0676, Accuracy = 13.59%
2025-05-07 22:58:03,058 - INFO - Epoch 41: Loss = 231.3501, Accuracy = 14.68%
2025-05-07 22:58:03,261 - INFO - Epoch 42: Loss = 229.5730, Accuracy = 15.82%
2025-05-07 22:58:03,584 - INFO - Epoch 43: Loss = 228.1764, Accuracy = 16.72%
2025-05-07 22:58:03,772 - INFO - Epoch 44: Loss = 228.1824, Accuracy = 16.35%
2025-05-07 22:58:03,970 - INFO - Epoch 45: Loss = 227.5426, Accuracy = 14.91%
2025-05-07 22:58:04,170 - INFO - Epoch 46: Loss = 226.3855, Accuracy = 16.80%
2025-05-07 22:58:04,509 - INFO - Epoch 47: Loss = 226.0520, Accuracy = 16.46%
2025-05-07 22:58:04,763 - INFO - Epoch 48: Loss = 225.4413, Accuracy = 17.97%
2025-05-07 22:58:04,962 - INFO - Epoch 49: Loss = 226.3391, Accuracy = 16.31%
2025-05-07 22:58:05,161 - INFO - Epoch 50: Loss = 223.2675, Accuracy = 16.31%
2025-05-07 22:58:05,463 - INFO - Epoch 51: Loss = 225.6888, Accuracy = 16.46%
2025-05-07 22:58:05,654 - INFO - Epoch 52: Loss = 222.7503, Accuracy = 17.93%
2025-05-07 22:58:05,843 - INFO - Epoch 53: Loss = 222.5883, Accuracy = 18.16%
2025-05-07 22:58:06,053 - INFO - Epoch 54: Loss = 221.2945, Accuracy = 19.55%
2025-05-07 22:58:06,259 - INFO - Epoch 55: Loss = 220.3002, Accuracy = 18.01%
2025-05-07 22:58:06,530 - INFO - Epoch 56: Loss = 217.4165, Accuracy = 20.31%
2025-05-07 22:58:06,717 - INFO - Epoch 57: Loss = 218.0519, Accuracy = 19.55%
2025-05-07 22:58:06,904 - INFO - Epoch 58: Loss = 216.3407, Accuracy = 19.71%
2025-05-07 22:58:07,120 - INFO - Epoch 59: Loss = 215.9630, Accuracy = 20.31%
2025-05-07 22:58:07,346 - INFO - Epoch 60: Loss = 214.1811, Accuracy = 20.99%
2025-05-07 22:58:07,621 - INFO - Epoch 61: Loss = 216.5786, Accuracy = 19.14%
2025-05-07 22:58:07,890 - INFO - Epoch 62: Loss = 213.3271, Accuracy = 20.46%
2025-05-07 22:58:08,137 - INFO - Epoch 63: Loss = 213.1429, Accuracy = 20.23%
2025-05-07 22:58:08,511 - INFO - Epoch 64: Loss = 215.9771, Accuracy = 20.05%
2025-05-07 22:58:08,699 - INFO - Epoch 65: Loss = 211.2049, Accuracy = 20.35%
2025-05-07 22:58:08,890 - INFO - Epoch 66: Loss = 216.0678, Accuracy = 19.06%
2025-05-07 22:58:09,098 - INFO - Epoch 67: Loss = 210.7222, Accuracy = 19.63%
2025-05-07 22:58:09,315 - INFO - Epoch 68: Loss = 210.8424, Accuracy = 22.84%
2025-05-07 22:58:09,595 - INFO - Epoch 69: Loss = 213.0503, Accuracy = 22.20%
2025-05-07 22:58:09,781 - INFO - Epoch 70: Loss = 209.8180, Accuracy = 22.54%
2025-05-07 22:58:09,968 - INFO - Epoch 71: Loss = 210.9672, Accuracy = 21.22%
2025-05-07 22:58:10,174 - INFO - Epoch 72: Loss = 206.8270, Accuracy = 22.12%
2025-05-07 22:58:10,463 - INFO - Epoch 73: Loss = 207.3870, Accuracy = 20.46%
2025-05-07 22:58:10,654 - INFO - Epoch 74: Loss = 206.2505, Accuracy = 22.88%
2025-05-07 22:58:10,840 - INFO - Epoch 75: Loss = 206.6465, Accuracy = 23.10%
2025-05-07 22:58:11,071 - INFO - Epoch 76: Loss = 206.1869, Accuracy = 23.03%
2025-05-07 22:58:11,534 - INFO - Epoch 77: Loss = 206.2014, Accuracy = 22.76%
2025-05-07 22:58:11,721 - INFO - Epoch 78: Loss = 202.8712, Accuracy = 22.99%
2025-05-07 22:58:11,908 - INFO - Epoch 79: Loss = 202.2823, Accuracy = 24.31%
2025-05-07 22:58:12,101 - INFO - Epoch 80: Loss = 205.6704, Accuracy = 22.08%
2025-05-07 22:58:12,347 - INFO - Epoch 81: Loss = 204.3607, Accuracy = 24.16%
2025-05-07 22:58:12,610 - INFO - Epoch 82: Loss = 204.0579, Accuracy = 23.52%
2025-05-07 22:58:12,806 - INFO - Epoch 83: Loss = 204.4441, Accuracy = 24.42%
2025-05-07 22:58:12,993 - INFO - Epoch 84: Loss = 200.4012, Accuracy = 24.80%
2025-05-07 22:58:13,202 - INFO - Epoch 85: Loss = 201.2105, Accuracy = 24.76%
2025-05-07 22:58:13,488 - INFO - Epoch 86: Loss = 200.8665, Accuracy = 25.07%
2025-05-07 22:58:13,681 - INFO - Epoch 87: Loss = 196.5054, Accuracy = 26.50%
2025-05-07 22:58:13,868 - INFO - Epoch 88: Loss = 199.8664, Accuracy = 24.20%
2025-05-07 22:58:14,092 - INFO - Epoch 89: Loss = 199.9380, Accuracy = 24.35%
2025-05-07 22:58:15,068 - INFO - Epoch 90: Loss = 198.6752, Accuracy = 24.46%
2025-05-07 22:58:16,089 - INFO - Epoch 91: Loss = 197.1543, Accuracy = 26.61%
2025-05-07 22:58:16,506 - INFO - Epoch 92: Loss = 198.5828, Accuracy = 25.33%
2025-05-07 22:58:16,696 - INFO - Epoch 93: Loss = 195.6478, Accuracy = 25.37%
2025-05-07 22:58:16,885 - INFO - Epoch 94: Loss = 192.8330, Accuracy = 26.35%
2025-05-07 22:58:17,082 - INFO - Epoch 95: Loss = 195.4819, Accuracy = 26.50%
2025-05-07 22:58:17,335 - INFO - Epoch 96: Loss = 194.0013, Accuracy = 26.43%
2025-05-07 22:58:17,685 - INFO - Epoch 97: Loss = 194.9978, Accuracy = 25.67%
