2025-05-07 21:54:27,410 - INFO - Training on device: cuda
2025-05-07 21:54:40,364 - INFO - Epoch 01: Loss = 15858.8745, Accuracy = 9.05%
2025-05-07 21:54:53,184 - INFO - Epoch 02: Loss = 8087.3767, Accuracy = 42.18%
2025-05-07 21:55:05,997 - INFO - Epoch 03: Loss = 4912.2591, Accuracy = 62.25%
2025-05-07 21:55:18,640 - INFO - Epoch 04: Loss = 3700.4655, Accuracy = 71.80%
2025-05-07 21:55:31,283 - INFO - Epoch 05: Loss = 3114.7749, Accuracy = 75.44%
2025-05-07 21:55:44,042 - INFO - Epoch 06: Loss = 2798.4592, Accuracy = 78.01%
2025-05-07 21:55:56,874 - INFO - Epoch 07: Loss = 2541.6309, Accuracy = 79.84%
2025-05-07 21:56:09,702 - INFO - Epoch 08: Loss = 2500.2412, Accuracy = 80.25%
2025-05-07 21:56:22,607 - INFO - Epoch 09: Loss = 2314.3343, Accuracy = 81.34%
2025-05-07 21:56:35,511 - INFO - Epoch 10: Loss = 2287.3569, Accuracy = 81.99%
2025-05-07 21:56:48,379 - INFO - Epoch 11: Loss = 2273.0586, Accuracy = 82.11%
2025-05-07 21:57:01,269 - INFO - Epoch 12: Loss = 2173.3139, Accuracy = 83.23%
2025-05-07 21:57:14,114 - INFO - Epoch 13: Loss = 2027.3136, Accuracy = 83.78%
2025-05-07 21:57:26,990 - INFO - Epoch 14: Loss = 2036.5358, Accuracy = 84.46%
2025-05-07 21:57:39,880 - INFO - Epoch 15: Loss = 2045.4893, Accuracy = 84.54%
2025-05-07 21:57:52,773 - INFO - Epoch 16: Loss = 1875.0130, Accuracy = 85.71%
2025-05-07 21:58:05,610 - INFO - Epoch 17: Loss = 2035.7030, Accuracy = 85.17%
2025-05-07 21:58:18,425 - INFO - Epoch 18: Loss = 2024.7015, Accuracy = 84.94%
2025-05-07 21:58:31,307 - INFO - Epoch 19: Loss = 1913.4720, Accuracy = 86.30%
2025-05-07 21:58:44,143 - INFO - Epoch 20: Loss = 1911.6041, Accuracy = 86.28%
2025-05-07 21:58:56,996 - INFO - Epoch 21: Loss = 2009.4421, Accuracy = 85.69%
2025-05-07 21:59:09,879 - INFO - Epoch 22: Loss = 1909.4484, Accuracy = 86.42%
2025-05-07 21:59:22,777 - INFO - Epoch 23: Loss = 1872.0798, Accuracy = 86.73%
2025-05-07 21:59:35,686 - INFO - Epoch 24: Loss = 1793.7978, Accuracy = 87.30%
