2025-05-08 07:55:36,395 - INFO - Training on device: cuda
2025-05-08 07:55:39,278 - INFO - Epoch 01: Loss = 322.4887, Accuracy = 2.30%
2025-05-08 07:55:41,538 - INFO - Epoch 02: Loss = 318.1404, Accuracy = 4.00%
2025-05-08 07:55:43,740 - INFO - Epoch 03: Loss = 314.4839, Accuracy = 5.70%
2025-05-08 07:55:45,972 - INFO - Epoch 04: Loss = 309.0713, Accuracy = 7.10%
2025-05-08 07:55:48,558 - INFO - Epoch 05: Loss = 303.1843, Accuracy = 7.10%
2025-05-08 07:55:50,938 - INFO - Epoch 06: Loss = 300.6523, Accuracy = 7.81%
2025-05-08 07:55:53,123 - INFO - Epoch 07: Loss = 292.7688, Accuracy = 8.31%
2025-05-08 07:55:55,430 - INFO - Epoch 08: Loss = 289.4263, Accuracy = 7.85%
2025-05-08 07:55:57,711 - INFO - Epoch 09: Loss = 280.5657, Accuracy = 8.68%
2025-05-08 07:55:59,966 - INFO - Epoch 10: Loss = 276.1225, Accuracy = 8.87%
2025-05-08 07:56:02,325 - INFO - Epoch 11: Loss = 274.5566, Accuracy = 8.46%
2025-05-08 07:56:04,557 - INFO - Epoch 12: Loss = 269.8415, Accuracy = 8.08%
2025-05-08 07:56:06,799 - INFO - Epoch 13: Loss = 267.6972, Accuracy = 8.98%
2025-05-08 07:56:09,047 - INFO - Epoch 14: Loss = 267.6385, Accuracy = 8.83%
2025-05-08 07:56:11,621 - INFO - Epoch 15: Loss = 260.8214, Accuracy = 9.78%
2025-05-08 07:56:14,052 - INFO - Epoch 16: Loss = 259.7531, Accuracy = 9.66%
2025-05-08 07:56:16,466 - INFO - Epoch 17: Loss = 256.1748, Accuracy = 10.27%
2025-05-08 07:56:18,871 - INFO - Epoch 18: Loss = 250.8736, Accuracy = 10.27%
2025-05-08 07:56:21,245 - INFO - Epoch 19: Loss = 258.2600, Accuracy = 10.00%
2025-05-08 07:56:23,904 - INFO - Epoch 20: Loss = 252.1692, Accuracy = 10.42%
2025-05-08 07:56:26,114 - INFO - Epoch 21: Loss = 251.0580, Accuracy = 10.04%
2025-05-08 07:56:28,363 - INFO - Epoch 22: Loss = 250.8260, Accuracy = 10.49%
2025-05-08 07:56:30,713 - INFO - Epoch 23: Loss = 248.3501, Accuracy = 10.87%
2025-05-08 07:56:33,094 - INFO - Epoch 24: Loss = 245.4930, Accuracy = 11.89%
2025-05-08 07:56:35,419 - INFO - Epoch 25: Loss = 243.9760, Accuracy = 11.82%
2025-05-08 07:56:37,645 - INFO - Epoch 26: Loss = 240.3212, Accuracy = 11.44%
2025-05-08 07:56:39,938 - INFO - Epoch 27: Loss = 241.6977, Accuracy = 11.63%
2025-05-08 07:56:42,401 - INFO - Epoch 28: Loss = 239.7664, Accuracy = 12.12%
2025-05-08 07:56:44,834 - INFO - Epoch 29: Loss = 239.5024, Accuracy = 11.25%
2025-05-08 07:56:47,059 - INFO - Epoch 30: Loss = 239.7115, Accuracy = 12.57%
2025-05-08 07:56:49,548 - INFO - Epoch 31: Loss = 237.1209, Accuracy = 13.55%
2025-05-08 07:56:51,911 - INFO - Epoch 32: Loss = 238.8985, Accuracy = 12.46%
2025-05-08 07:56:54,591 - INFO - Epoch 33: Loss = 234.1018, Accuracy = 14.08%
2025-05-08 07:56:56,890 - INFO - Epoch 34: Loss = 232.6327, Accuracy = 14.80%
2025-05-08 07:56:59,410 - INFO - Epoch 35: Loss = 232.2962, Accuracy = 14.76%
2025-05-08 07:57:01,722 - INFO - Epoch 36: Loss = 231.6886, Accuracy = 15.97%
2025-05-08 07:57:04,012 - INFO - Epoch 37: Loss = 226.2321, Accuracy = 17.21%
2025-05-08 07:57:06,467 - INFO - Epoch 38: Loss = 230.4401, Accuracy = 14.27%
2025-05-08 07:57:08,772 - INFO - Epoch 39: Loss = 229.4197, Accuracy = 15.40%
2025-05-08 07:57:11,249 - INFO - Epoch 40: Loss = 227.7536, Accuracy = 14.80%
2025-05-08 07:57:13,628 - INFO - Epoch 41: Loss = 226.5421, Accuracy = 15.93%
2025-05-08 07:57:15,896 - INFO - Epoch 42: Loss = 226.0925, Accuracy = 16.16%
2025-05-08 07:57:18,192 - INFO - Epoch 43: Loss = 227.5569, Accuracy = 15.97%
2025-05-08 07:57:20,533 - INFO - Epoch 44: Loss = 224.7967, Accuracy = 16.69%
2025-05-08 07:57:22,833 - INFO - Epoch 45: Loss = 223.6634, Accuracy = 17.74%
2025-05-08 07:57:25,323 - INFO - Epoch 46: Loss = 224.4457, Accuracy = 16.23%
2025-05-08 07:57:27,746 - INFO - Epoch 47: Loss = 219.1799, Accuracy = 17.18%
2025-05-08 07:57:30,128 - INFO - Epoch 48: Loss = 223.9979, Accuracy = 16.42%
2025-05-08 07:57:32,418 - INFO - Epoch 49: Loss = 224.5011, Accuracy = 15.67%
2025-05-08 07:57:34,847 - INFO - Epoch 50: Loss = 219.2829, Accuracy = 17.44%
2025-05-08 07:57:37,305 - INFO - Epoch 51: Loss = 219.3416, Accuracy = 18.76%
2025-05-08 07:57:39,609 - INFO - Epoch 52: Loss = 219.0141, Accuracy = 17.29%
2025-05-08 07:57:42,228 - INFO - Epoch 53: Loss = 217.8153, Accuracy = 20.12%
2025-05-08 07:57:44,494 - INFO - Epoch 54: Loss = 217.3727, Accuracy = 17.67%
2025-05-08 07:57:46,929 - INFO - Epoch 55: Loss = 216.7086, Accuracy = 19.29%
2025-05-08 07:57:49,463 - INFO - Epoch 56: Loss = 217.0814, Accuracy = 19.21%
2025-05-08 07:57:51,846 - INFO - Epoch 57: Loss = 218.1031, Accuracy = 19.06%
2025-05-08 07:57:54,075 - INFO - Epoch 58: Loss = 213.2759, Accuracy = 20.16%
2025-05-08 07:57:56,329 - INFO - Epoch 59: Loss = 214.2869, Accuracy = 18.50%
2025-05-08 07:57:58,165 - INFO - Epoch 60: Loss = 212.8913, Accuracy = 19.40%
2025-05-08 07:57:58,745 - INFO - Epoch 61: Loss = 210.4132, Accuracy = 21.25%
2025-05-08 07:57:58,930 - INFO - Epoch 62: Loss = 212.7425, Accuracy = 19.67%
2025-05-08 07:57:59,115 - INFO - Epoch 63: Loss = 208.4122, Accuracy = 22.16%
2025-05-08 07:57:59,334 - INFO - Epoch 64: Loss = 212.0413, Accuracy = 21.18%
2025-05-08 07:57:59,647 - INFO - Epoch 65: Loss = 212.2471, Accuracy = 20.76%
2025-05-08 07:57:59,857 - INFO - Epoch 66: Loss = 209.0131, Accuracy = 20.95%
