2025-05-07 22:10:26,678 - INFO - Training on device: cuda
2025-05-07 22:10:39,208 - INFO - Epoch 01: Loss = 15218.7421, Accuracy = 7.57%
2025-05-07 22:10:51,237 - INFO - Epoch 02: Loss = 8790.6392, Accuracy = 34.80%
2025-05-07 22:11:03,446 - INFO - Epoch 03: Loss = 5547.3307, Accuracy = 56.81%
2025-05-07 22:11:15,576 - INFO - Epoch 04: Loss = 4454.2889, Accuracy = 65.33%
2025-05-07 22:11:27,716 - INFO - Epoch 05: Loss = 3478.4028, Accuracy = 71.85%
2025-05-07 22:11:39,874 - INFO - Epoch 06: Loss = 3109.3418, Accuracy = 74.26%
2025-05-07 22:11:52,191 - INFO - Epoch 07: Loss = 2808.7559, Accuracy = 76.09%
2025-05-07 22:12:04,542 - INFO - Epoch 08: Loss = 2528.7723, Accuracy = 78.23%
2025-05-07 22:12:16,727 - INFO - Epoch 09: Loss = 2293.6327, Accuracy = 80.20%
2025-05-07 22:12:28,924 - INFO - Epoch 10: Loss = 2087.5796, Accuracy = 82.09%
2025-05-07 22:12:40,852 - INFO - Epoch 11: Loss = 2207.0929, Accuracy = 81.84%
2025-05-07 22:12:53,174 - INFO - Epoch 12: Loss = 1884.6013, Accuracy = 84.02%
2025-05-07 22:13:05,350 - INFO - Epoch 13: Loss = 1965.0018, Accuracy = 83.60%
2025-05-07 22:13:17,685 - INFO - Epoch 14: Loss = 1928.6671, Accuracy = 84.01%
2025-05-07 22:13:30,004 - INFO - Epoch 15: Loss = 1784.1006, Accuracy = 85.43%
2025-05-07 22:13:42,318 - INFO - Epoch 16: Loss = 1824.4126, Accuracy = 85.40%
2025-05-07 22:13:54,615 - INFO - Epoch 17: Loss = 1760.1427, Accuracy = 85.88%
2025-05-07 22:14:06,981 - INFO - Epoch 18: Loss = 1854.8919, Accuracy = 85.49%
2025-05-07 22:14:19,371 - INFO - Epoch 19: Loss = 1873.7210, Accuracy = 85.50%
2025-05-07 22:14:31,779 - INFO - Epoch 20: Loss = 1764.6517, Accuracy = 86.13%
2025-05-07 22:14:44,211 - INFO - Epoch 21: Loss = 1778.9082, Accuracy = 86.27%
2025-05-07 22:14:56,636 - INFO - Epoch 22: Loss = 1747.4918, Accuracy = 86.61%
2025-05-07 22:15:08,944 - INFO - Epoch 23: Loss = 1745.4362, Accuracy = 86.43%
2025-05-07 22:15:21,294 - INFO - Epoch 24: Loss = 1728.7418, Accuracy = 86.85%
2025-05-07 22:15:33,680 - INFO - Epoch 25: Loss = 1638.2569, Accuracy = 87.99%
2025-05-07 22:15:46,061 - INFO - Epoch 26: Loss = 1648.0725, Accuracy = 87.49%
2025-05-07 22:15:58,414 - INFO - Epoch 27: Loss = 1658.6060, Accuracy = 87.47%
2025-05-07 22:16:10,557 - INFO - Epoch 28: Loss = 1563.8806, Accuracy = 88.35%
2025-05-07 22:16:22,091 - INFO - Epoch 29: Loss = 1635.8764, Accuracy = 88.16%
2025-05-07 22:16:33,782 - INFO - Epoch 30: Loss = 1604.0005, Accuracy = 88.07%
2025-05-07 22:16:45,474 - INFO - Epoch 31: Loss = 1533.0730, Accuracy = 88.64%
2025-05-07 22:16:57,848 - INFO - Epoch 32: Loss = 1632.8001, Accuracy = 88.10%
2025-05-07 22:17:10,223 - INFO - Epoch 33: Loss = 1593.8254, Accuracy = 88.84%
2025-05-07 22:17:22,414 - INFO - Epoch 34: Loss = 1536.1915, Accuracy = 89.29%
2025-05-07 22:17:34,360 - INFO - Epoch 35: Loss = 1644.1462, Accuracy = 88.57%
