2025-05-07 22:56:59,810 - INFO - Training on device: cuda
2025-05-07 22:57:00,477 - INFO - Epoch 01: Loss = 319.1841, Accuracy = 6.53%
2025-05-07 22:57:00,670 - INFO - Epoch 02: Loss = 308.4441, Accuracy = 7.47%
2025-05-07 22:57:00,845 - INFO - Epoch 03: Loss = 296.7611, Accuracy = 11.51%
2025-05-07 22:57:01,041 - INFO - Epoch 04: Loss = 284.1647, Accuracy = 14.38%
2025-05-07 22:57:01,537 - INFO - Epoch 05: Loss = 272.6558, Accuracy = 14.42%
2025-05-07 22:57:01,709 - INFO - Epoch 06: Loss = 263.1475, Accuracy = 16.65%
2025-05-07 22:57:01,877 - INFO - Epoch 07: Loss = 255.3749, Accuracy = 17.93%
2025-05-07 22:57:02,053 - INFO - Epoch 08: Loss = 248.9152, Accuracy = 20.20%
2025-05-07 22:57:02,245 - INFO - Epoch 09: Loss = 243.5617, Accuracy = 20.99%
2025-05-07 22:57:02,499 - INFO - Epoch 10: Loss = 238.9073, Accuracy = 21.10%
2025-05-07 22:57:02,681 - INFO - Epoch 11: Loss = 234.6153, Accuracy = 22.84%
2025-05-07 22:57:02,850 - INFO - Epoch 12: Loss = 230.9542, Accuracy = 24.65%
2025-05-07 22:57:03,059 - INFO - Epoch 13: Loss = 227.2444, Accuracy = 23.78%
2025-05-07 22:57:03,425 - INFO - Epoch 14: Loss = 224.2368, Accuracy = 23.33%
2025-05-07 22:57:03,660 - INFO - Epoch 15: Loss = 221.5303, Accuracy = 23.41%
2025-05-07 22:57:03,873 - INFO - Epoch 16: Loss = 218.6339, Accuracy = 24.24%
2025-05-07 22:57:04,163 - INFO - Epoch 17: Loss = 216.1170, Accuracy = 26.31%
2025-05-07 22:57:04,422 - INFO - Epoch 18: Loss = 213.7226, Accuracy = 26.09%
2025-05-07 22:57:04,661 - INFO - Epoch 19: Loss = 211.3493, Accuracy = 26.80%
2025-05-07 22:57:04,885 - INFO - Epoch 20: Loss = 209.2055, Accuracy = 29.97%
2025-05-07 22:57:05,114 - INFO - Epoch 21: Loss = 207.3118, Accuracy = 28.16%
2025-05-07 22:57:05,349 - INFO - Epoch 22: Loss = 205.2622, Accuracy = 29.67%
2025-05-07 22:57:05,589 - INFO - Epoch 23: Loss = 203.4707, Accuracy = 31.86%
2025-05-07 22:57:05,765 - INFO - Epoch 24: Loss = 201.5261, Accuracy = 33.22%
2025-05-07 22:57:05,941 - INFO - Epoch 25: Loss = 199.9486, Accuracy = 37.56%
2025-05-07 22:57:06,131 - INFO - Epoch 26: Loss = 198.0742, Accuracy = 34.65%
2025-05-07 22:57:06,330 - INFO - Epoch 27: Loss = 196.4245, Accuracy = 35.07%
2025-05-07 22:57:06,577 - INFO - Epoch 28: Loss = 195.1096, Accuracy = 36.73%
