2025-05-07 22:41:30,238 - INFO - Training on device: cuda
2025-05-07 22:41:32,774 - INFO - Epoch 01: Loss = 316.8548, Accuracy = 3.32%
2025-05-07 22:41:35,008 - INFO - Epoch 02: Loss = 300.6449, Accuracy = 7.93%
2025-05-07 22:41:36,693 - INFO - Epoch 03: Loss = 287.8546, Accuracy = 9.25%
2025-05-07 22:41:38,603 - INFO - Epoch 04: Loss = 276.2949, Accuracy = 13.36%
2025-05-07 22:41:40,376 - INFO - Epoch 05: Loss = 266.6560, Accuracy = 16.27%
2025-05-07 22:41:42,310 - INFO - Epoch 06: Loss = 256.8782, Accuracy = 18.50%
2025-05-07 22:41:44,291 - INFO - Epoch 07: Loss = 247.2318, Accuracy = 19.86%
2025-05-07 22:41:46,314 - INFO - Epoch 08: Loss = 239.1387, Accuracy = 20.42%
2025-05-07 22:41:48,150 - INFO - Epoch 09: Loss = 230.6424, Accuracy = 22.69%
2025-05-07 22:41:50,055 - INFO - Epoch 10: Loss = 223.7267, Accuracy = 25.75%
2025-05-07 22:41:52,004 - INFO - Epoch 11: Loss = 217.0956, Accuracy = 26.73%
2025-05-07 22:41:53,858 - INFO - Epoch 12: Loss = 210.4747, Accuracy = 29.71%
2025-05-07 22:41:55,609 - INFO - Epoch 13: Loss = 204.7842, Accuracy = 30.43%
2025-05-07 22:41:57,496 - INFO - Epoch 14: Loss = 198.7633, Accuracy = 31.48%
2025-05-07 22:41:59,385 - INFO - Epoch 15: Loss = 196.2179, Accuracy = 31.75%
2025-05-07 22:42:01,276 - INFO - Epoch 16: Loss = 191.2742, Accuracy = 32.09%
2025-05-07 22:42:03,244 - INFO - Epoch 17: Loss = 186.0430, Accuracy = 34.84%
2025-05-07 22:42:05,237 - INFO - Epoch 18: Loss = 181.7025, Accuracy = 36.09%
2025-05-07 22:42:06,876 - INFO - Epoch 19: Loss = 179.6597, Accuracy = 34.96%
2025-05-07 22:42:08,743 - INFO - Epoch 20: Loss = 175.7933, Accuracy = 36.81%
2025-05-07 22:42:10,549 - INFO - Epoch 21: Loss = 171.8511, Accuracy = 39.86%
2025-05-07 22:42:12,394 - INFO - Epoch 22: Loss = 168.3840, Accuracy = 40.17%
2025-05-07 22:42:14,309 - INFO - Epoch 23: Loss = 164.8117, Accuracy = 41.49%
2025-05-07 22:42:16,110 - INFO - Epoch 24: Loss = 161.1234, Accuracy = 43.34%
2025-05-07 22:42:18,070 - INFO - Epoch 25: Loss = 158.9661, Accuracy = 42.43%
2025-05-07 22:42:19,822 - INFO - Epoch 26: Loss = 156.8560, Accuracy = 43.49%
2025-05-07 22:42:21,694 - INFO - Epoch 27: Loss = 154.5255, Accuracy = 43.60%
2025-05-07 22:42:23,673 - INFO - Epoch 28: Loss = 151.8363, Accuracy = 45.90%
2025-05-07 22:42:25,598 - INFO - Epoch 29: Loss = 149.5626, Accuracy = 46.51%
2025-05-07 22:42:27,140 - INFO - Epoch 30: Loss = 145.8138, Accuracy = 48.09%
2025-05-07 22:42:28,913 - INFO - Epoch 31: Loss = 145.0460, Accuracy = 47.72%
2025-05-07 22:42:30,835 - INFO - Epoch 32: Loss = 141.6767, Accuracy = 49.34%
2025-05-07 22:42:32,864 - INFO - Epoch 33: Loss = 140.3343, Accuracy = 48.58%
2025-05-07 22:42:34,990 - INFO - Epoch 34: Loss = 138.5481, Accuracy = 49.75%
