2025-05-07 20:35:50,704 - INFO - Training on device: cuda
2025-05-07 20:35:56,737 - INFO - Epoch 01: Loss = 15742.8159, Accuracy = 12.11%
2025-05-07 20:36:02,668 - INFO - Epoch 02: Loss = 15080.3821, Accuracy = 12.50%
2025-05-07 20:36:08,341 - INFO - Epoch 03: Loss = 14036.7703, Accuracy = 15.46%
2025-05-07 20:36:14,012 - INFO - Epoch 04: Loss = 13428.9721, Accuracy = 16.73%
2025-05-07 20:36:19,674 - INFO - Epoch 05: Loss = 13069.6655, Accuracy = 17.09%
2025-05-07 20:36:25,340 - INFO - Epoch 06: Loss = 12611.4201, Accuracy = 17.79%
2025-05-07 20:36:31,440 - INFO - Epoch 07: Loss = 12232.4651, Accuracy = 19.23%
2025-05-07 20:36:37,539 - INFO - Epoch 08: Loss = 11928.0187, Accuracy = 20.55%
2025-05-07 20:36:43,491 - INFO - Epoch 09: Loss = 11634.4801, Accuracy = 21.74%
2025-05-07 20:36:49,591 - INFO - Epoch 10: Loss = 11386.1956, Accuracy = 22.74%
2025-05-07 20:36:55,694 - INFO - Epoch 11: Loss = 11158.0917, Accuracy = 23.69%
2025-05-07 20:37:01,782 - INFO - Epoch 12: Loss = 10960.8789, Accuracy = 24.53%
2025-05-07 20:37:07,895 - INFO - Epoch 13: Loss = 10757.1703, Accuracy = 25.33%
2025-05-07 20:37:13,980 - INFO - Epoch 14: Loss = 10568.1138, Accuracy = 26.16%
2025-05-07 20:37:20,067 - INFO - Epoch 15: Loss = 10390.5425, Accuracy = 26.96%
2025-05-07 20:37:26,050 - INFO - Epoch 16: Loss = 10212.9534, Accuracy = 27.95%
2025-05-07 20:37:31,733 - INFO - Epoch 17: Loss = 10086.4720, Accuracy = 28.68%
2025-05-07 20:37:37,471 - INFO - Epoch 18: Loss = 9993.9983, Accuracy = 29.22%
2025-05-07 20:37:43,497 - INFO - Epoch 19: Loss = 9907.7491, Accuracy = 29.49%
2025-05-07 20:37:49,592 - INFO - Epoch 20: Loss = 9835.5600, Accuracy = 29.69%
2025-05-07 20:37:55,679 - INFO - Epoch 21: Loss = 9760.9546, Accuracy = 30.01%
2025-05-07 20:38:01,575 - INFO - Epoch 22: Loss = 9680.9506, Accuracy = 30.57%
2025-05-07 20:38:07,296 - INFO - Epoch 23: Loss = 9628.4735, Accuracy = 30.89%
2025-05-07 20:38:13,387 - INFO - Epoch 24: Loss = 9532.9224, Accuracy = 31.41%
2025-05-07 20:38:19,475 - INFO - Epoch 25: Loss = 9467.1960, Accuracy = 31.84%
2025-05-07 20:38:25,572 - INFO - Epoch 26: Loss = 9399.9322, Accuracy = 32.23%
2025-05-07 20:38:31,651 - INFO - Epoch 27: Loss = 9316.9275, Accuracy = 32.79%
2025-05-07 20:38:37,478 - INFO - Epoch 28: Loss = 9238.5417, Accuracy = 33.16%
2025-05-07 20:38:43,177 - INFO - Epoch 29: Loss = 9163.0043, Accuracy = 33.57%
2025-05-07 20:38:48,854 - INFO - Epoch 30: Loss = 9076.5442, Accuracy = 34.21%
2025-05-07 20:38:54,765 - INFO - Epoch 31: Loss = 9010.5194, Accuracy = 34.51%
2025-05-07 20:39:00,854 - INFO - Epoch 32: Loss = 8955.1422, Accuracy = 34.97%
2025-05-07 20:39:06,684 - INFO - Epoch 33: Loss = 8919.7393, Accuracy = 35.22%
2025-05-07 20:39:12,405 - INFO - Epoch 34: Loss = 8871.7105, Accuracy = 35.63%
2025-05-07 20:39:18,238 - INFO - Epoch 35: Loss = 8815.6608, Accuracy = 35.88%
2025-05-07 20:39:23,913 - INFO - Epoch 36: Loss = 8781.8719, Accuracy = 36.08%
2025-05-07 20:39:29,588 - INFO - Epoch 37: Loss = 8744.4828, Accuracy = 36.32%
2025-05-07 20:39:35,273 - INFO - Epoch 38: Loss = 8700.5616, Accuracy = 36.61%
2025-05-07 20:39:40,942 - INFO - Epoch 39: Loss = 8666.3512, Accuracy = 36.80%
2025-05-07 20:39:46,784 - INFO - Epoch 40: Loss = 8619.4561, Accuracy = 37.07%
2025-05-07 20:39:52,854 - INFO - Epoch 41: Loss = 8559.6014, Accuracy = 37.35%
2025-05-07 20:39:58,930 - INFO - Epoch 42: Loss = 8497.5878, Accuracy = 37.72%
2025-05-07 20:40:05,009 - INFO - Epoch 43: Loss = 8447.8980, Accuracy = 37.89%
2025-05-07 20:40:11,112 - INFO - Epoch 44: Loss = 8366.6342, Accuracy = 38.43%
2025-05-07 20:40:17,207 - INFO - Epoch 45: Loss = 8322.2717, Accuracy = 38.86%
2025-05-07 20:40:23,288 - INFO - Epoch 46: Loss = 8270.2770, Accuracy = 39.18%
2025-05-07 20:40:29,377 - INFO - Epoch 47: Loss = 8194.3406, Accuracy = 39.72%
2025-05-07 20:40:35,474 - INFO - Epoch 48: Loss = 8158.5756, Accuracy = 39.98%
2025-05-07 20:40:41,579 - INFO - Epoch 49: Loss = 8093.2980, Accuracy = 40.51%
2025-05-07 20:40:47,703 - INFO - Epoch 50: Loss = 8059.0383, Accuracy = 40.82%
2025-05-07 20:40:53,822 - INFO - Epoch 51: Loss = 7997.3851, Accuracy = 41.11%
2025-05-07 20:40:59,921 - INFO - Epoch 52: Loss = 7971.9718, Accuracy = 41.49%
2025-05-07 20:41:06,013 - INFO - Epoch 53: Loss = 7943.5541, Accuracy = 41.58%
2025-05-07 20:41:11,996 - INFO - Epoch 54: Loss = 7918.3839, Accuracy = 41.98%
2025-05-07 20:41:17,668 - INFO - Epoch 55: Loss = 7896.1649, Accuracy = 42.13%
2025-05-07 20:41:23,342 - INFO - Epoch 56: Loss = 7882.9300, Accuracy = 42.04%
2025-05-07 20:41:29,020 - INFO - Epoch 57: Loss = 7866.4268, Accuracy = 42.33%
2025-05-07 20:41:34,980 - INFO - Epoch 58: Loss = 7849.2154, Accuracy = 42.53%
2025-05-07 20:41:41,063 - INFO - Epoch 59: Loss = 7826.0931, Accuracy = 42.73%
2025-05-07 20:41:47,150 - INFO - Epoch 60: Loss = 7832.1283, Accuracy = 42.57%
2025-05-07 20:41:53,237 - INFO - Epoch 61: Loss = 7817.0656, Accuracy = 42.67%
2025-05-07 20:41:58,926 - INFO - Epoch 62: Loss = 7813.8136, Accuracy = 42.69%
2025-05-07 20:42:04,938 - INFO - Epoch 63: Loss = 7801.4221, Accuracy = 42.93%
2025-05-07 20:42:11,011 - INFO - Epoch 64: Loss = 7791.6829, Accuracy = 42.93%
