2025-05-07 22:18:27,170 - INFO - Training on device: cuda
2025-05-07 22:18:41,252 - INFO - Epoch 01: Loss = 16318.9370, Accuracy = 16.36%
2025-05-07 22:18:55,036 - INFO - Epoch 02: Loss = 7374.3750, Accuracy = 53.98%
2025-05-07 22:19:08,239 - INFO - Epoch 03: Loss = 4360.6154, Accuracy = 72.00%
2025-05-07 22:19:21,925 - INFO - Epoch 04: Loss = 3234.8807, Accuracy = 79.63%
2025-05-07 22:19:35,640 - INFO - Epoch 05: Loss = 2890.6755, Accuracy = 82.32%
2025-05-07 22:19:49,465 - INFO - Epoch 06: Loss = 2658.9890, Accuracy = 83.80%
2025-05-07 22:20:02,998 - INFO - Epoch 07: Loss = 2572.8522, Accuracy = 84.55%
2025-05-07 22:20:16,813 - INFO - Epoch 08: Loss = 2425.0353, Accuracy = 85.34%
2025-05-07 22:20:30,396 - INFO - Epoch 09: Loss = 2209.6222, Accuracy = 86.43%
2025-05-07 22:20:43,902 - INFO - Epoch 10: Loss = 2197.4725, Accuracy = 86.71%
2025-05-07 22:20:57,629 - INFO - Epoch 11: Loss = 2192.3178, Accuracy = 86.57%
2025-05-07 22:21:11,463 - INFO - Epoch 12: Loss = 2160.7762, Accuracy = 87.03%
2025-05-07 22:21:25,163 - INFO - Epoch 13: Loss = 2116.1857, Accuracy = 87.34%
2025-05-07 22:21:38,780 - INFO - Epoch 14: Loss = 1989.1522, Accuracy = 87.86%
2025-05-07 22:21:52,662 - INFO - Epoch 15: Loss = 1995.6019, Accuracy = 88.30%
2025-05-07 22:22:06,386 - INFO - Epoch 16: Loss = 1975.4194, Accuracy = 88.68%
2025-05-07 22:22:20,070 - INFO - Epoch 17: Loss = 1901.2126, Accuracy = 88.61%
2025-05-07 22:22:34,020 - INFO - Epoch 18: Loss = 1857.0735, Accuracy = 89.27%
2025-05-07 22:22:47,755 - INFO - Epoch 19: Loss = 1843.8489, Accuracy = 89.89%
2025-05-07 22:23:01,479 - INFO - Epoch 20: Loss = 1881.5346, Accuracy = 90.05%
2025-05-07 22:23:15,248 - INFO - Epoch 21: Loss = 1790.6411, Accuracy = 90.87%
2025-05-07 22:23:26,693 - INFO - Epoch 22: Loss = 1854.3473, Accuracy = 90.91%
2025-05-07 22:23:37,302 - INFO - Epoch 23: Loss = 1849.1424, Accuracy = 91.11%
2025-05-07 22:23:48,630 - INFO - Epoch 24: Loss = 1833.9147, Accuracy = 91.33%
2025-05-07 22:23:59,961 - INFO - Epoch 25: Loss = 1815.8323, Accuracy = 91.30%
2025-05-07 22:24:11,226 - INFO - Epoch 26: Loss = 1782.4399, Accuracy = 91.42%
2025-05-07 22:24:22,348 - INFO - Epoch 27: Loss = 1715.8041, Accuracy = 91.81%
2025-05-07 22:24:33,677 - INFO - Epoch 28: Loss = 1674.9699, Accuracy = 91.73%
2025-05-07 22:24:44,755 - INFO - Epoch 29: Loss = 1631.0921, Accuracy = 91.57%
2025-05-07 22:24:55,052 - INFO - Epoch 30: Loss = 1716.7472, Accuracy = 91.67%
2025-05-07 22:25:05,255 - INFO - Epoch 31: Loss = 1773.3747, Accuracy = 91.53%
2025-05-07 22:25:15,493 - INFO - Epoch 32: Loss = 1597.4892, Accuracy = 92.23%
2025-05-07 22:25:25,855 - INFO - Epoch 33: Loss = 1583.7058, Accuracy = 91.99%
2025-05-07 22:25:36,362 - INFO - Epoch 34: Loss = 1556.3972, Accuracy = 92.36%
2025-05-07 22:25:47,670 - INFO - Epoch 35: Loss = 1630.1403, Accuracy = 92.10%
2025-05-07 22:25:58,821 - INFO - Epoch 36: Loss = 1589.8975, Accuracy = 92.39%
2025-05-07 22:26:09,895 - INFO - Epoch 37: Loss = 1611.4344, Accuracy = 92.28%
2025-05-07 22:26:21,089 - INFO - Epoch 38: Loss = 1589.3507, Accuracy = 92.27%
2025-05-07 22:26:32,282 - INFO - Epoch 39: Loss = 1611.6785, Accuracy = 92.20%
2025-05-07 22:26:42,565 - INFO - Epoch 40: Loss = 1542.0694, Accuracy = 92.54%
2025-05-07 22:26:52,871 - INFO - Epoch 41: Loss = 1538.6934, Accuracy = 92.61%
2025-05-07 22:27:03,171 - INFO - Epoch 42: Loss = 1545.6740, Accuracy = 92.70%
2025-05-07 22:27:13,472 - INFO - Epoch 43: Loss = 1651.0233, Accuracy = 92.16%
2025-05-07 22:27:24,335 - INFO - Epoch 44: Loss = 1616.9349, Accuracy = 92.42%
2025-05-07 22:27:35,544 - INFO - Epoch 45: Loss = 1420.4614, Accuracy = 92.98%
2025-05-07 22:27:46,882 - INFO - Epoch 46: Loss = 1479.5282, Accuracy = 92.76%
2025-05-07 22:27:58,062 - INFO - Epoch 47: Loss = 1400.8558, Accuracy = 92.98%
2025-05-07 22:28:09,236 - INFO - Epoch 48: Loss = 1404.8479, Accuracy = 93.16%
2025-05-07 22:28:20,388 - INFO - Epoch 49: Loss = 1372.8051, Accuracy = 93.28%
2025-05-07 22:28:31,565 - INFO - Epoch 50: Loss = 1307.0232, Accuracy = 93.39%
2025-05-07 22:28:42,950 - INFO - Epoch 51: Loss = 1431.7946, Accuracy = 93.15%
2025-05-07 22:28:54,258 - INFO - Epoch 52: Loss = 1555.7288, Accuracy = 92.50%
2025-05-07 22:29:05,581 - INFO - Epoch 53: Loss = 1484.9826, Accuracy = 92.92%
2025-05-07 22:29:16,543 - INFO - Epoch 54: Loss = 1407.0165, Accuracy = 93.10%
2025-05-07 22:29:27,804 - INFO - Epoch 55: Loss = 1464.5223, Accuracy = 93.08%
2025-05-07 22:29:38,653 - INFO - Epoch 56: Loss = 1452.1666, Accuracy = 93.29%
2025-05-07 22:29:49,787 - INFO - Epoch 57: Loss = 1334.7427, Accuracy = 93.56%
2025-05-07 22:30:00,787 - INFO - Epoch 58: Loss = 1323.6135, Accuracy = 93.87%
2025-05-07 22:30:11,336 - INFO - Epoch 59: Loss = 1356.9354, Accuracy = 93.56%
2025-05-07 22:30:22,288 - INFO - Epoch 60: Loss = 1396.0348, Accuracy = 93.65%
2025-05-07 22:30:33,645 - INFO - Epoch 61: Loss = 1483.9320, Accuracy = 93.31%
2025-05-07 22:30:44,907 - INFO - Epoch 62: Loss = 1477.0582, Accuracy = 93.33%
2025-05-07 22:30:56,382 - INFO - Epoch 63: Loss = 1384.2291, Accuracy = 93.67%
2025-05-07 22:31:07,535 - INFO - Epoch 64: Loss = 1245.5820, Accuracy = 94.07%
