timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State-31.80,1
33864,180,406,468,831,8,36,4294967295,25.52,1020.84,38.06,86.11,-31.89,1
34860,179,404,466,830,8,35,4294967295,25.52,1020.85,38.08,86.73,-31.80,1
35856,178,403,464,831,8,36,4294967295,25.52,1020.84,38.09,87.27,-31.89,1
36852,177,402,464,830,8,37,4294967295,25.52,1020.85,38.12,87.63,-31.80,1
37848,177,401,462,829,8,36,4294967295,25.52,1020.84,38.13,88.09,-31.72,1
38844,176,400,460,830,8,39,4294967295,25.52,1020.83,38.14,88.46,-31.72,1
39840,175,399,459,829,10,36,4294967295,25.52,1020.83,38.15,89.31,-31.72,1
40836,175,398,458,829,8,36,4294967295,25.52,1020.83,38.14,89.59,-31.72,1
41832,174,397,456,829,8,36,4294967295,25.52,1020.83,38.16,89.98,-31.80,1
42828,173,395,455,829,8,36,4294967295,25.52,1020.84,38.15,90.56,-31.72,1
43824,173,394,454,828,8,36,4294967295,25.51,1020.83,38.17,90.76,-31.64,1
44820,172,393,453,828,8,36,4294967295,25.51,1020.82,38.17,90.95,-31.72,1
45816,172,392,452,827,8,34,4294967295,25.51,1020.83,38.19,91.45,-31.72,1
46812,171,391,450,828,8,36,4294967295,25.51,1020.83,38.19,91.95,-31.72,1
47808,171,390,449,827,8,35,4294967295,25.51,1020.83,38.19,92.15,-31.72,1
48804,170,389,448,827,8,36,4294967295,25.51,1020.83,38.20,92.86,-31.72,1
49800,170,388,447,827,8,35,4294967295,25.51,1020.83,38.18,92.76,-31.72,1
50796,170,387,445,826,8,36,4294967295,25.51,1020.83,38.19,93.07,-31.72,1
51792,170,386,445,826,8,36,4294967295,25.51,1020.83,38.18,93.38,-31.64,1
52788,169,385,445,826,8,36,4294967295,25.51,1020.82,38.18,93.79,-31.72,1
53784,169,384,444,826,8,36,4294967295,25.51,1020.83,38.16,94.32,-31.72,1
54780,170,384,443,826,9,38,4294967295,25.51,1020.83,38.16,94.85,-31.80,1
55776,170,382,443,826,8,36,4294967295,25.51,1020.84,38.17,94.85,-31.72,1
56772,169,381,442,826,8,36,4294967295,25.51,1020.83,38.17,95.07,-31.72,1
57768,170,381,442,825,8,36,4294967295,25.51,1020.83,38.17,95.28,-31.80,1
58764,169,380,441,825,8,36,4294967295,25.50,1020.84,38.16,95.50,-31.80,1
59760,170,379,441,825,8,36,4294967295,25.50,1020.84,38.17,95.28,-31.72,1
