timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State13,0,33.59,688.60,100.00,0.00,3170.54,1
415332,48,77,112,750,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
416328,48,77,112,749,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
417324,47,77,110,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
418320,47,77,110,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
419316,48,77,110,747,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
420312,47,77,110,747,2,14,0,33.59,688.60,100.00,0.00,3170.54,1
421308,47,77,110,747,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
422304,47,77,110,747,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
423300,47,76,110,746,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
424296,47,76,109,746,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
425292,47,76,109,747,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
426288,46,76,109,746,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
427284,47,76,109,746,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
428280,47,76,109,746,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
429276,47,76,109,747,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
430272,47,76,109,746,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
431268,46,77,108,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
432264,46,76,109,747,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
433260,46,76,109,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
434256,46,75,108,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
435252,46,76,108,748,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
436248,45,75,108,748,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
437244,46,75,108,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
438240,46,76,108,748,3,13,0,33.59,688.60,100.00,0.00,3170.54,1
439236,46,75,108,749,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
440232,46,76,108,748,2,14,0,33.59,688.60,100.00,0.00,3170.54,1
441228,45,76,107,749,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
442224,46,75,107,748,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
443220,45,76,107,749,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
444216,46,76,108,749,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
445212,46,76,108,749,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
446208,45,76,107,749,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
447204,45,76,107,749,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
448200,45,76,107,749,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
449196,45,76,107,749,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
450192,45,76,107,750,2,14,0,33.59,688.60,100.00,0.00,3170.54,1
451188,45,76,107,750,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
452184,45,76,107,750,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
453180,45,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
454176,45,75,107,751,2,11,0,33.59,688.60,100.00,0.00,3170.54,1
455172,44,76,107,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
456168,45,76,107,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
457164,45,76,107,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
458160,45,76,107,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
459156,45,76,107,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
460152,45,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
461148,44,76,106,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
462144,45,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
463140,45,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
464136,45,75,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
465132,45,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
466128,45,76,107,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
467124,44,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
468120,45,76,106,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
469116,44,76,106,751,2,14,0,33.59,688.60,100.00,0.00,3170.54,1
470112,45,75,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
471108,45,76,107,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
472104,45,76,107,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
473100,45,76,107,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
474096,44,76,107,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
475092,45,76,107,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
476088,45,76,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
477084,45,75,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
478080,45,76,106,752,2,11,0,33.59,688.60,100.00,0.00,3170.54,1
479076,44,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
480072,45,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
481068,44,76,106,753,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
482064,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
483060,44,76,106,753,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
484056,44,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
485052,45,76,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
486048,44,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
487044,45,76,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
488040,45,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
489036,45,75,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
490032,45,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
491028,45,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
492024,44,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
493020,45,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
494016,45,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
495012,45,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
496008,45,76,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
497004,45,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
498000,45,76,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
498996,45,76,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
499992,45,76,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
500988,45,75,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
501984,44,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
502980,44,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
503976,44,76,105,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
504972,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
505968,45,75,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
506964,44,76,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
507960,44,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
508956,45,76,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
509952,45,75,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
510948,45,75,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
511944,45,75,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
512940,44,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
513936,44,76,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
514932,45,76,105,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
515928,45,75,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
516924,45,76,106,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
517920,45,76,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
518916,44,75,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
519912,45,76,105,750,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
520908,44,76,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
521904,44,75,105,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
522900,44,76,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
523896,44,76,106,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
524892,44,75,105,751,1,12,0,33.59,688.60,100.00,0.00,3170.54,1
525888,45,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
526884,45,75,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
527880,45,75,104,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
528876,44,75,105,751,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
529872,45,75,105,751,3,12,0,33.59,688.60,100.00,0.00,3170.54,1
530868,45,75,104,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
531864,45,76,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
532860,45,76,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
533856,44,75,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
534852,44,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
535848,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
536844,45,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
537840,44,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
538836,44,75,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
539832,45,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
540828,45,76,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
541824,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
542820,45,75,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
543816,45,75,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
544812,45,75,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
545808,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
546804,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
547800,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
548796,45,76,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
549792,45,76,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
550788,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
551784,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
552780,45,75,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
553776,45,76,105,753,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
554772,45,75,106,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
555768,44,76,106,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
556764,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
557760,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
558756,45,76,106,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
559752,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
560748,45,75,105,752,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
561744,45,76,105,753,2,11,0,33.59,688.60,100.00,0.00,3170.54,1
562740,45,75,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
563736,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
564732,45,75,106,753,2,13,0,33.59,688.60,100.00,0.00,3170.54,1
565728,45,75,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
566724,44,76,105,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
567720,45,76,105,751,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
568716,45,75,105,752,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
569712,45,76,106,753,2,12,0,33.59,688.60,100.00,0.00,3170.54,1
